%       "time"           "x"            "y"           "z"      "uindex"    "i"  "j"  "k"          "head"           "temp"           "pres"    "satn"           "epot"       "conc0001",            "vx"             "vy"             "vz"          "bhpr"            "kz" 
%
  0.480000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.65217647E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.490000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77712239E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.490000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.65460395E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.500000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77809313E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.500000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.65703466E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.510000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77900935E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.510000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.65946537E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.520000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77987464E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.520000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.66189309E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.530000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78069235E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.530000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.66431498E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.540000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78146558E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.540000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.66672841E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.550000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78219722E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.550000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.66913094E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.560000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78288997E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.560000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.67152029E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.570000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78354632E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.570000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.67389436E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.580000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78416861E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.580000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.67625122E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.590000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78475899E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.590000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.67858907E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.600000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78531948E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.600000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.68090629E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.610000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78585196E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.610000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.68320139E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.620000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78635815E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.620000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.68547303E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.630000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78683969E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.630000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.68771997E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.640000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78729809E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.640000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.68994112E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.650000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78773474E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.650000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.69213550E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.660000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78815096E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.660000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.69430222E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.670000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78854796E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.670000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.69644053E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.680000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78892688E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.680000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.69854974E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.690000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78928878E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.690000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.70062926E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.700000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78963463E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.700000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.70267860E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.710000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.78996537E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.710000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.70469735E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.720000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79028185E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.720000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.70668514E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.730000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79058487E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.730000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.70864171E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.740000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79087518E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.740000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.71056684E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.750000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79115347E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.750000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.71246038E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.760000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79142039E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.760000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.71432224E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.770000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79167656E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.770000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.71615236E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.780000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79192255E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.780000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.71795075E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.790000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79215888E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.790000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.71971745E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.800000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79238606E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.800000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.72145256E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.810000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79260455E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.810000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.72315619E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.820000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79281480E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.820000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.72482850E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.830000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79301720E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.830000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.72646968E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.840000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79321216E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.840000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.72807995E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.850000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79340002E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.850000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.72965955E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.860000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79358113E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.860000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.73120875E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.870000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79375580E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.870000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.73272783E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.880000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79392434E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.880000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.73421710E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.890000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79408703E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.890000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.73567689E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.900000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79424413E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.900000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.73710753E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.910000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79439589E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.910000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.73850938E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.920000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79454255E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.920000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.73988281E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.930000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79468433E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.930000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.74122818E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.940000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79482143E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.940000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.74254589E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.950000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79495407E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.950000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.74383632E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.960000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.79508241E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.960000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.74509989E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
